cohort,phs,bdchm_class,row_category,variable_file,pht,phv
CARDIA,phs000285,SdohObservation,SdohObservations,fam_income,pht001758,phv00118339
CARDIA,phs000285,SdohObservation,SdohObservations,fam_income,pht001855,phv00120947
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001574,phv00113231
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001574,phv00113241
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001574,phv00113252
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001666,phv00115599
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001666,phv00115607
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001666,phv00115617
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001779,phv00118787
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001779,phv00118798
CARDIA,phs000285,Condition,Conditions,fam_stroke,pht001779,phv00118813
CARDIA,phs000285,MeasurementObservation,Continuous variables,fast_gluc_bld,pht001845,phv00120661
CARDIA,phs000285,MeasurementObservation,Continuous variables,fast_gluc_bld,pht001799,phv00119598
CARDIA,phs000285,MeasurementObservation,Continuous variables,fibrin,pht001692,phv00116349
CARDIA,phs000285,MeasurementObservation,Continuous variables,fibrin,pht001694,phv00116363
CARDIA,phs000285,MeasurementObservation,Continuous variables,fibrin,pht001736,phv00117550
CARDIA,phs000285,MeasurementObservation,Continuous variables,fibrin,pht001739,phv00117558
CARDIA,phs000285,MeasurementObservation,Continuous variables,fibrin,pht001642,phv00115091
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001565,phv00112712
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001565,phv00112713
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001565,phv00112714
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001565,phv00112715
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001565,phv00112716
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001712,phv00116764
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001712,phv00116765
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001712,phv00116766
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001712,phv00116767
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001712,phv00116768
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001713,phv00116930
CARDIA,phs000285,MeasurementObservation,Continuous variables,fruit_serving,pht001566,phv00112878
CARDIA,phs000285,MeasurementObservation,Continuous variables,glucose_bld,pht001557,phv00112414
CARDIA,phs000285,MeasurementObservation,Continuous variables,glucose_bld,pht001737,phv00117552
CARDIA,phs000285,MeasurementObservation,Continuous variables,hdl,pht001848,phv00120670
CARDIA,phs000285,MeasurementObservation,Continuous variables,hdl,pht001588,phv00113702
CARDIA,phs000285,MeasurementObservation,Continuous variables,hdl,pht001695,phv00116371
CARDIA,phs000285,MeasurementObservation,Continuous variables,hdl,pht001742,phv00117572
CARDIA,phs000285,MeasurementObservation,Continuous variables,hdl,pht001802,phv00119613
CARDIA,phs000285,MeasurementObservation,Continuous variables,hemat,pht001563,phv00112689
CARDIA,phs000285,MeasurementObservation,Continuous variables,hemo,pht001563,phv00112688
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001671,phv00115860
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001720,phv00117248
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001785,phv00119118
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001583,phv00113648
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001583,phv00113649
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001785,phv00119098
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001720,phv00117236
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001720,phv00117235
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001583,phv00113658
CARDIA,phs000285,MeasurementObservation,Continuous variables,hip_circ,pht001785,phv00119097
CARDIA,phs000285,Condition,Conditions,hist_cvd,pht001570,phv00113052
CARDIA,phs000285,Condition,Conditions,hist_cvd,pht001721,phv00117256
CARDIA,phs000285,Condition,Conditions,hist_cvd,pht001869,phv00121291
CARDIA,phs000285,Condition,Conditions,hist_cvd,pht001870,phv00121462
CARDIA,phs000285,Condition,Conditions,hist_cvd,pht001871,phv00121508
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001570,phv00113035
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001570,phv00113038
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001570,phv00113042
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001607,phv00114401
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001607,phv00114404
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001607,phv00114408
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001656,phv00115433
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001656,phv00115437
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001715,phv00116964
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001715,phv00116968
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001761,phv00118438
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001761,phv00118442
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001811,phv00119811
CARDIA,phs000285,Condition,Conditions,hist_hrtdis,pht001811,phv00119813
CARDIA,phs000285,Condition,Conditions,hist_hrtfail,pht001570,phv00113052
CARDIA,phs000285,Condition,Conditions,hist_hrtfail,pht001870,phv00121462
CARDIA,phs000285,Condition,Conditions,hist_hrtfail,pht001607,phv00114418
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001570,phv00113025
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001607,phv00114389
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001656,phv00115429
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001715,phv00116960
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001749,phv00117946
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001749,phv00117973
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001761,phv00118434
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001811,phv00119809
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001869,phv00121288
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001870,phv00121461
CARDIA,phs000285,Condition,Conditions,hist_my_inf,pht001871,phv00121505
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114016
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114024
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114012
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117848
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114040
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117822
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001860,phv00121046
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114028
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117864
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114036
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117856
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114009
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117860
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117832
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117836
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117840
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117844
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001684,phv00116216
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114020
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117852
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001860,phv00121035
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114032
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001860,phv00121041
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001593,phv00114006
CARDIA,phs000285,MeasurementObservation,Continuous variables,hrtrt,pht001747,phv00117829
CARDIA,phs000285,Condition,Conditions,hyperten,pht001570,phv00113020
CARDIA,phs000285,Condition,Conditions,hyperten,pht001570,phv00113022
CARDIA,phs000285,Condition,Conditions,hyperten,pht001606,phv00114385
CARDIA,phs000285,Condition,Conditions,hyperten,pht001606,phv00114387
CARDIA,phs000285,Condition,Conditions,hyperten,pht001656,phv00115424
CARDIA,phs000285,Condition,Conditions,hyperten,pht001715,phv00116954
CARDIA,phs000285,Condition,Conditions,hyperten,pht001749,phv00117935
CARDIA,phs000285,Condition,Conditions,hyperten,pht001761,phv00118428
CARDIA,phs000285,Condition,Conditions,hyperten,pht001811,phv00119802
CARDIA,phs000285,MeasurementObservation,Continuous variables,icam,pht001699,phv00116396
CARDIA,phs000285,MeasurementObservation,Continuous variables,il6,pht001862,phv00121064
CARDIA,phs000285,MeasurementObservation,Continuous variables,insulin_blood,pht001587,phv00113698
CARDIA,phs000285,MeasurementObservation,Continuous variables,insulin_blood,pht001740,phv00117565
CARDIA,phs000285,MeasurementObservation,Continuous variables,insulin_blood,pht001740,phv00117566
CARDIA,phs000285,MeasurementObservation,Continuous variables,isoprostane_8_epi_pgf2a,pht001847,phv00120666
CARDIA,phs000285,MeasurementObservation,Continuous variables,ldl,pht001848,phv00120671
CARDIA,phs000285,MeasurementObservation,Continuous variables,ldl,pht001742,phv00117573
CARDIA,phs000285,MeasurementObservation,Continuous variables,ldl,pht001802,phv00119616
CARDIA,phs000285,MeasurementObservation,Continuous variables,ldl,pht001588,phv00113703
CARDIA,phs000285,MeasurementObservation,Continuous variables,ldl,pht001695,phv00116372
CARDIA,phs000285,MeasurementObservation,Continuous variables,lympho_ct,pht001563,phv00112691
CARDIA,phs000285,MeasurementObservation,Continuous variables,lympho_ct,pht003298,phv00190609
CARDIA,phs000285,MeasurementObservation,Continuous variables,mch,pht001563,phv00112687
CARDIA,phs000285,MeasurementObservation,Continuous variables,mch,pht001563,phv00112688
CARDIA,phs000285,MeasurementObservation,Continuous variables,mn_art_pres,pht001684,phv00116215
CARDIA,phs000285,MeasurementObservation,Continuous variables,mn_art_pres,pht001633,phv00114868
CARDIA,phs000285,MeasurementObservation,Continuous variables,monocyte_ncnc_bld,pht003298,phv00190608
CARDIA,phs000285,MeasurementObservation,Continuous variables,neutro_ct,pht003298,phv00190607
CARDIA,phs000285,MeasurementObservation,Continuous variables,neutro_pct,pht001563,phv00112694
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121269
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121329
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121330
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121331
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121332
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121333
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121335
CARDIA,phs000285,Condition,Conditions,pad,pht001869,phv00121337
CARDIA,phs000285,Condition,Conditions,pad,pht001870,phv00121465
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121485
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121549
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121550
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121551
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121552
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121554
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121556
CARDIA,phs000285,Condition,Conditions,pad,pht001871,phv00121559
CARDIA,phs000285,Condition,Conditions,pad,pht001761,phv00118475
CARDIA,phs000285,Condition,Conditions,pad,pht001811,phv00119856
CARDIA,phs000285,Condition,Conditions,pad,pht001715,phv00117001
CARDIA,phs000285,MeasurementObservation,Continuous variables,platelet_ct,pht001563,phv00112690
CARDIA,phs000285,MeasurementObservation,Continuous variables,potassium,pht001745,phv00117627
CARDIA,phs000285,MeasurementObservation,Continuous variables,potassium,pht001746,phv00117741
CARDIA,phs000285,MeasurementObservation,Continuous variables,pselectin,pht003298,phv00190595
CARDIA,phs000285,MeasurementObservation,Continuous variables,rdbld_ct,pht001563,phv00112687
CARDIA,phs000285,MeasurementObservation,Continuous variables,sleep_duration_daily,pht001687,phv00116294
CARDIA,phs000285,MeasurementObservation,Continuous variables,sleep_duration_daily,pht001839,phv00120534
CARDIA,phs000285,MeasurementObservation,Continuous variables,sodium_intak,pht001638,phv00115050
CARDIA,phs000285,MeasurementObservation,Continuous variables,sodium_intak,pht001592,phv00113961
CARDIA,phs000285,MeasurementObservation,Continuous variables,sodium_intak,pht001591,phv00113867
CARDIA,phs000285,MeasurementObservation,Continuous variables,sodium_intak,pht001746,phv00117742
CARDIA,phs000285,MeasurementObservation,Continuous variables,sodium_intak,pht001745,phv00117628
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001575,phv00113403
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001575,phv00113402
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001627,phv00114628
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001627,phv00114676
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001627,phv00114616
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001627,phv00114640
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001627,phv00114664
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001627,phv00114652
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001627,phv00114694
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001627,phv00114651
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001627,phv00114663
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001627,phv00114615
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001627,phv00114675
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001627,phv00114627
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001627,phv00114639
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001667,phv00115621
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001667,phv00115645
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001667,phv00115657
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001667,phv00115669
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001667,phv00115633
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001667,phv00115656
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001667,phv00115620
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001667,phv00115668
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001667,phv00115644
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001667,phv00115632
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001667,phv00115687
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118924
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118876
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118864
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118942
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118912
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118900
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118888
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118840
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001781,phv00118852
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118863
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118941
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118923
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118911
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118839
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118875
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118899
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118851
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001781,phv00118887
CARDIA,phs000285,MeasurementObservation,Continuous variables,fev1,pht001782,phv00118971
CARDIA,phs000285,MeasurementObservation,Continuous variables,fvc,pht001782,phv00118970
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001869,phv00121317
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001871,phv00121536
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001715,phv00117058
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001761,phv00118538
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001811,phv00119916
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001870,phv00121463
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001749,phv00117941
CARDIA,phs000285,Condition,Conditions,stroke_isch_atk,pht001749,phv00117970
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_nstat_med,pht001791,phv00119314
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_nstat_med,pht001825,phv00120338
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_nstat_med,pht003298,phv00190573
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_statin,pht001656,phv00115477
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_statin,pht001869,phv00121377
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_statin,pht001871,phv00121596
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_statin,pht001659,phv00115510
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_statin,pht001728,phv00117471
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_statin,pht001768,phv00118672
CARDIA,phs000285,DrugExposure,Drug Exposures,tak_steroid,pht001759,phv00118387
CARDIA,phs000285,MeasurementObservation,Continuous variables,tot_chol_bld,pht001588,phv00113700
CARDIA,phs000285,MeasurementObservation,Continuous variables,tot_chol_bld,pht001695,phv00116369
CARDIA,phs000285,MeasurementObservation,Continuous variables,triglyc_bld,pht001802,phv00119614
CARDIA,phs000285,MeasurementObservation,Continuous variables,triglyc_bld,pht001695,phv00116373
CARDIA,phs000285,MeasurementObservation,Continuous variables,triglyc_bld,pht001588,phv00113701
CARDIA,phs000285,MeasurementObservation,Continuous variables,triglyc_bld,pht001848,phv00120668
CARDIA,phs000285,MeasurementObservation,Continuous variables,triglyc_bld,pht001742,phv00117574
CARDIA,phs000285,MeasurementObservation,Continuous variables,troponin,pht001869,phv00121285
CARDIA,phs000285,MeasurementObservation,Continuous variables,troponin,pht001871,phv00121501
CARDIA,phs000285,Condition,Conditions,valv_hrtdis,pht001570,phv00113038
CARDIA,phs000285,Condition,Conditions,valv_hrtdis,pht001607,phv00114404
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112717
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112718
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112719
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112720
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112721
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112722
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112723
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112724
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112725
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112726
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001565,phv00112727
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116769
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116770
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116771
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116772
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116773
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116774
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116775
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116776
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116777
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116778
CARDIA,phs000285,MeasurementObservation,Continuous variables,vege_serving,pht001712,phv00116779
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121341
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121342
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121343
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121344
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121345
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121346
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121349
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121350
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121351
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001869,phv00121352
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001870,phv00121466
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121560
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121561
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121562
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121563
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121564
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121565
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121566
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121568
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121569
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121570
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121571
CARDIA,phs000285,Condition,Conditions,ven_thromb,pht001871,phv00121572
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001785,phv00119095
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001583,phv00113659
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001785,phv00119096
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001583,phv00113651
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001671,phv00115859
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001720,phv00117234
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001583,phv00113650
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001857,phv00120998
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_circ,pht001720,phv00117233
CARDIA,phs000285,MeasurementObservation,Continuous variables,waist_hip,pht003298,phv00190567
CARDIA,phs000285,MeasurementObservation,Continuous variables,whtbld_ct,pht001563,phv00112686
CARDIA,phs000285,MeasurementObservation,Continuous variables,willeb_fac,pht001694,phv00116364
CARDIA,phs000285,MeasurementObservation,Continuous variables,willeb_fac,pht001739,phv00117560
CARDIA,phs000285,MeasurementObservation,Continuous variables,willeb_fac,pht001739,phv00117559
CARDIA,phs000285,MeasurementObservation,Continuous variables,willeb_fac,pht001642,phv00115092
CARDIA,phs000285,MeasurementObservation,Continuous variables,willeb_fac,pht001694,phv00116365
CHS,phs000287,Condition,Conditions,afib,pht001450,phv00099026
CHS,phs000287,Condition,Conditions,afib,pht001451,phv00099701
CHS,phs000287,Condition,Conditions,afib,pht001451,phv00100069
CHS,phs000287,Condition,Conditions,afib,pht001452,phv00100324
CHS,phs000287,Condition,Conditions,afib,pht001452,phv00100457
CHS,phs000287,Condition,Conditions,afib,pht001456,phv00100680
CHS,phs000287,Condition,Conditions,afib,pht001474,phv00101531
CHS,phs000287,Condition,Conditions,afib,pht001474,phv00101755
CHS,phs000287,Condition,Conditions,afib,pht001474,phv00101983
CHS,phs000287,Condition,Conditions,afib,pht001475,phv00102498
CHS,phs000287,Condition,Conditions,afib,pht001475,phv00102608
CHS,phs000287,Condition,Conditions,afib,pht001475,phv00102679
CHS,phs000287,Condition,Conditions,afib,pht001476,phv00103165
CHS,phs000287,Condition,Conditions,afib,pht001477,phv00103218
CHS,phs000287,Condition,Conditions,afib,pht001478,phv00103270
CHS,phs000287,Condition,Conditions,afib,pht001479,phv00103323
CHS,phs000287,Condition,Conditions,afib,pht001480,phv00103375
CHS,phs000287,Condition,Conditions,afib,pht001481,phv00103428
CHS,phs000287,Condition,Conditions,afib,pht001482,phv00103480
CHS,phs000287,Condition,Conditions,afib,pht001483,phv00103533
CHS,phs000287,Condition,Conditions,afib,pht001484,phv00103585
CHS,phs000287,Condition,Conditions,afib,pht001485,phv00103638
CHS,phs000287,Condition,Conditions,afib,pht001486,phv00103690
CHS,phs000287,Condition,Conditions,afib,pht001487,phv00103741
CHS,phs000287,Condition,Conditions,afib,pht001488,phv00104047
CHS,phs000287,Condition,Conditions,afib,pht001488,phv00104316
CHS,phs000287,Condition,Conditions,afib,pht001488,phv00104340
CHS,phs000287,Condition,Conditions,afib,pht001489,phv00104965
CHS,phs000287,Condition,Conditions,afib,pht001489,phv00104994
CHS,phs000287,Condition,Conditions,afib,pht001490,phv00105967
CHS,phs000287,Condition,Conditions,afib,pht001490,phv00106361
CHS,phs000287,Condition,Conditions,afib,pht001490,phv00106375
CHS,phs000287,Condition,Conditions,afib,pht001491,phv00107042
CHS,phs000287,Condition,Conditions,afib,pht001491,phv00107300
CHS,phs000287,Condition,Conditions,afib,pht001491,phv00107311
CHS,phs000287,Condition,Conditions,afib,pht001493,phv00108517
CHS,phs000287,Condition,Conditions,afib,pht001493,phv00108623
CHS,phs000287,Condition,Conditions,afib,pht001493,phv00108798
CHS,phs000287,Condition,Conditions,afib,pht001495,phv00109876
CHS,phs000287,MeasurementObservation,Continuous variables,albumin_bld,pht001451,phv00100046
