cohort,phs,bdchm_class,row_category,variable_file,pht,phv
ARIC,phs000280,Condition,Conditions,afib,pht004037,phv00203303
ARIC,phs000280,Condition,Conditions,afib,pht004038,phv00203306
ARIC,phs000280,Condition,Conditions,afib,pht004039,phv00203309
ARIC,phs000280,Condition,Conditions,afib,pht004040,phv00203312
ARIC,phs000280,Condition,Conditions,afib,pht004061,phv00204463
ARIC,phs000280,Condition,Conditions,afib,pht004102,phv00206790
ARIC,phs000280,Condition,Conditions,afib,pht004102,phv00206843
ARIC,phs000280,Condition,Conditions,afib,pht004102,phv00207019
ARIC,phs000280,Condition,Conditions,afib,pht004231,phv00215644
ARIC,phs000280,Condition,Conditions,afib,pht004232,phv00216061
ARIC,phs000280,Condition,Conditions,afib,pht004233,phv00216478
ARIC,phs000280,Condition,Conditions,afib,pht004234,phv00216895
ARIC,phs000280,Condition,Conditions,afib,pht006436,phv00295793
ARIC,phs000280,Condition,Conditions,afib,pht009479,phv00419916
ARIC,phs000280,Condition,Conditions,afib,pht012518,phv00507818
ARIC,phs000280,Condition,Conditions,afib,pht012839,phv00516826
ARIC,phs000280,Condition,Conditions,afib,pht012840,phv00516895
ARIC,phs000280,MeasurementObservation,Continuous variables,albumin_bld,pht012503,phv00507050
ARIC,phs000280,MeasurementObservation,Continuous variables,albumin_bld,pht004051,phv00203871
ARIC,phs000280,MeasurementObservation,Continuous variables,albumin_urine,pht012503,phv00506959
ARIC,phs000280,MeasurementObservation,Continuous variables,albumin_urine,pht006427,phv00295249
ARIC,phs000280,MeasurementObservation,Continuous variables,albumin_urine,pht006427,phv00295248
ARIC,phs000280,MeasurementObservation,Continuous variables,albumin_urine,pht006427,phv00295250
ARIC,phs000280,Condition,Conditions,angina,pht004047,phv00203789
ARIC,phs000280,Condition,Conditions,angina,pht004053,phv00203904
ARIC,phs000280,Condition,Conditions,angina,pht004063,phv00204724
ARIC,phs000280,Condition,Conditions,angina,pht004102,phv00206789
ARIC,phs000280,Condition,Conditions,angina,pht004102,phv00207018
ARIC,phs000280,Condition,Conditions,angina,pht004104,phv00207159
ARIC,phs000280,Condition,Conditions,angina,pht004106,phv00207199
ARIC,phs000280,Condition,Conditions,angina,pht004144,phv00208905
ARIC,phs000280,Condition,Conditions,angina,pht006416,phv00294727
ARIC,phs000280,Condition,Conditions,angina,pht006416,phv00294787
ARIC,phs000280,Condition,Conditions,asthma,pht004102,phv00206783
ARIC,phs000280,Condition,Conditions,asthma,pht004103,phv00207069
ARIC,phs000280,Condition,Conditions,asthma,pht004111,phv00207318
ARIC,phs000280,Condition,Conditions,asthma,pht004145,phv00208976
ARIC,phs000280,Condition,Conditions,asthma,pht004146,phv00209067
ARIC,phs000280,Condition,Conditions,asthma,pht004161,phv00209714
ARIC,phs000280,Condition,Conditions,asthma,pht004161,phv00209717
ARIC,phs000280,Condition,Conditions,asthma,pht006479,phv00298007
ARIC,phs000280,Condition,Conditions,asthma,pht006479,phv00298010
ARIC,phs000280,Condition,Conditions,asthma,pht009479,phv00419909
ARIC,phs000280,Condition,Conditions,asthma,pht012518,phv00507815
ARIC,phs000280,Condition,Conditions,asthma,pht012839,phv00516823
ARIC,phs000280,Condition,Conditions,asthma,pht012840,phv00516892
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht012835,phv00516590
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht004102,phv00206817
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht004102,phv00206855
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht004032,phv00203151
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht006467,phv00297562
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht006468,phv00511023
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht004035,phv00203193
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht004034,phv00203175
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht006469,phv00297646
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht006419,phv00294838
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_hgt,pht012855,phv00520006
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_wgt,pht004032,phv00203154
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_wgt,pht004033,phv00203166
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_wgt,pht004034,phv00203176
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_wgt,pht004035,phv00203187
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_wgt,pht006467,phv00297563
ARIC,phs000280,MeasurementObservation,Continuous variables,bdy_wgt,pht006468,phv00511024
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210290
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210291
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210281
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210282
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210284
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210285
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210286
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210287
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210288
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004192,phv00210289
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210316
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210317
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210307
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210308
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210310
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210311
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210313
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004193,phv00210314
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210340
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210341
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210331
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210332
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210334
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210335
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210337
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004194,phv00210338
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004195,phv00210363
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004195,phv00210364
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004195,phv00210357
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004195,phv00210358
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004195,phv00210360
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004195,phv00210361
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298043
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298044
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298034
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298035
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298037
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298038
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298040
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006480,phv00298041
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004027,phv00202843
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004027,phv00202844
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004028,phv00202852
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004028,phv00202853
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004029,phv00202862
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004029,phv00202863
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294506
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294508
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294509
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294511
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294512
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294514
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294515
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006414,phv00294517
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203315
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203316
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203317
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203318
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203319
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203320
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203321
ARIC,phs000280,MeasurementObservation,Continuous variables,blood_pressure,pht004041,phv00203322
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203334
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203335
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203336
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203337
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203338
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203339
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203340
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203341
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203342
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203343
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203344
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203345
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203346
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004042,phv00203347
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203358
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203359
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203360
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203361
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203362
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203363
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203364
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203365
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203366
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203367
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203368
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203369
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203370
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004043,phv00203371
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294568
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294570
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294571
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294573
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294574
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294576
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294577
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht006415,phv00294579
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004229,phv00215412
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004229,phv00215413
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004229,phv00215414
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004229,phv00215415
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004229,phv00215416
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004229,phv00215417
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004230,phv00215520
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004230,phv00215521
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004230,phv00215522
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004230,phv00215523
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004230,phv00215524
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004230,phv00215525
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004079,phv00205847
ARIC,phs000280,MeasurementObservationSet,Continuous variables,blood_pressure,pht004079,phv00205848
ARIC,phs000280,MeasurementObservation,Continuous variables,bmi,pht004063,phv00204719
ARIC,phs000280,MeasurementObservation,Continuous variables,bmi,pht012502,phv00506861
ARIC,phs000280,MeasurementObservation,Continuous variables,bmi,pht012811,phv00511714
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht009477,phv00419810
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht004053,phv00204185
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht009477,phv00419811
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht004053,phv00204186
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht004053,phv00204184
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht004102,phv00206948
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht004102,phv00206947
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht004102,phv00206946
ARIC,phs000280,MeasurementObservation,Continuous variables,bnp,pht004053,phv00204179
ARIC,phs000280,MeasurementObservation,Continuous variables,bun,pht004051,phv00203866
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211095
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211096
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211097
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211101
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211102
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211103
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212601
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212602
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212603
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212607
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212608
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212609
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004223,phv00213941
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004223,phv00213942
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211053
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211054
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211055
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211059
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211060
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211061
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211081
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211082
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211083
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211087
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211088
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004207,phv00211089
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212559
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212560
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212561
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212565
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212566
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004213,phv00212567
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004223,phv00213911
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht004223,phv00213912
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht012850,phv00519705
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_imt,pht012850,phv00519706
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204712
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204776
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204777
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204778
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204779
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204780
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204781
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204782
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204783
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204784
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204787
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204788
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204789
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204790
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204791
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004063,phv00204792
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204881
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204882
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204883
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204884
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204885
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204886
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204887
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204888
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204889
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204890
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204891
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204892
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204893
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204894
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht004064,phv00204895
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512002
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512003
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512004
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512006
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512008
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512009
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512010
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512014
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512015
ARIC,phs000280,Condition,Conditions,carotid_plaque,pht012813,phv00512016
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_sten_left,pht004061,phv00204553
ARIC,phs000280,MeasurementObservation,Continuous variables,carotid_sten_right,pht004061,phv00204552
ARIC,phs000280,MeasurementObservation,Continuous variables,cesd_score,pht012504,phv00507380
ARIC,phs000280,MeasurementObservation,Continuous variables,cesd_score,pht012815,phv00512381
ARIC,phs000280,MeasurementObservation,Continuous variables,cesd_score,pht012855,phv00519890
ARIC,phs000280,MeasurementObservation,Continuous variables,cesd_score,pht012814,phv00512128
ARIC,phs000280,MeasurementObservation,Continuous variables,chloride_bld,pht012851,phv00519777
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004047,phv00203798
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004053,phv00203911
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004054,phv00204312
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004063,phv00204713
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004064,phv00204859
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004102,phv00206780
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004103,phv00207119
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004103,phv00207120
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004111,phv00207368
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004111,phv00207370
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004145,phv00208996
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004145,phv00208998
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004146,phv00209072
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht004146,phv00209073
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht012504,phv00507404
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht012813,phv00511992
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht012814,phv00512115
ARIC,phs000280,Observation,Continuous variables,cig_smok,pht012815,phv00512398
ARIC,phs000280,Condition,Conditions,copd,pht004102,phv00206784
ARIC,phs000280,Condition,Conditions,copd,pht006479,phv00298000
ARIC,phs000280,Condition,Conditions,copd,pht006479,phv00298002
ARIC,phs000280,Condition,Conditions,copd,pht012825,phv00515927
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004102,phv00206960
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht012853,phv00519803
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht012853,phv00519801
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004102,phv00296596
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004100,phv00296341
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004053,phv00204180
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004100,phv00296343
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht012853,phv00519800
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht006427,phv00295246
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004046,phv00295065
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004046,phv00295066
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004053,phv00204188
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004061,phv00295526
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004124,phv00207682
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004051,phv00203867
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004102,phv00206961
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004102,phv00296597
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004053,phv00204187
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht012503,phv00506998
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004052,phv00203883
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht012853,phv00519802
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004046,phv00295067
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004100,phv00296342
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004053,phv00204189
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004061,phv00295525
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_bld,pht004102,phv00296595
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_urin,pht012503,phv00506972
ARIC,phs000280,MeasurementObservation,Continuous variables,creat_urin,pht006427,phv00295250
ARIC,phs000280,MeasurementObservation,Continuous variables,crp,pht006444,phv00296696
ARIC,phs000280,MeasurementObservation,Continuous variables,crp,pht012511,phv00507554
ARIC,phs000280,MeasurementObservation,Continuous variables,crp,pht012853,phv00519822
ARIC,phs000280,MeasurementObservation,Continuous variables,cysc_bld,pht012853,phv00519845
ARIC,phs000280,MeasurementObservation,Continuous variables,cysc_bld,pht012853,phv00519843
ARIC,phs000280,MeasurementObservation,Continuous variables,cysc_bld,pht012853,phv00519844
ARIC,phs000280,MeasurementObservation,Continuous variables,cysc_bld,pht006428,phv00295532
ARIC,phs000280,MeasurementObservation,Continuous variables,cysc_bld,pht012503,phv00507076
ARIC,phs000280,MeasurementObservation,Continuous variables,d_dimer,pht012826,phv00515959
ARIC,phs000280,Condition,Conditions,diabetes,pht004031,phv00203040
ARIC,phs000280,Condition,Conditions,diabetes,pht004047,phv00203797
